id,name,adress,phoneno,removed
973,Dolores Toderini,8259 Bobwhite Crossing,8379840550,1
974,Salaidh Randals,4495 Lakeland Road,4414969386,0
975,Damara Bafford,28052 Warner Avenue,5998099764,0
976,Karena Miskelly,2749 Charing Cross Hill,7048515479,1
977,Ellie Sellor,26 Badeau Center,7355875351,1
978,Benita Tremayle,597 Hayes Lane,1273918618,1
979,Harriot Bruin,5470 Parkside Lane,3516639942,1
980,Adelina Writer,08 Golden Leaf Lane,6767653781,0
981,Britni Rumbelow,74 Cottonwood Avenue,1079079413,1
982,Valaria Panter,6 Graceland Alley,4185451517,0
983,Catherina Ludford,66 Park Meadow Place,1798657900,1
984,Colan Berrigan,86 7th Pass,7135543273,0
985,Morris Jubert,424 Springview Point,7295803530,0
986,Shel Lghan,00490 Scofield Way,9249685047,1
987,Emanuele Kelshaw,37 Armistice Road,6085259882,1
988,Marybelle Gander,947 Gina Pass,9477492553,1
989,Laural Hourahan,79267 Union Point,1591884028,1
990,Harriett Dallmann,0325 Westport Hill,1834670661,1
991,Ruby Cariss,3 Luster Road,4484366426,1
992,Caressa McEneny,347 Glacier Hill Hill,1922635811,1
993,Yoko Gauge,519 Chive Point,7556614549,1
994,Claudetta Kingman,4951 Tomscot Terrace,1915247830,0
995,Roman Karpol,95666 Maywood Drive,4465781060,0
996,Pearl Andriveau,33 Northridge Parkway,4802446420,0
997,Cherry Bahike,1842 Sauthoff Pass,1333640791,0
998,Mona Vasilyev,14 Marquette Avenue,7667047202,1
999,Reta Sommerling,0 Onsgard Pass,2657280719,0
1000,Maynard Pettegre,48 Beilfuss Center,9836826838,0
